"district","town","precinct","NA.1","NA","NA.3","NA.2","votes"
"","Orange","Topsham",,"",0,"Spoiled",
"","Windham","Townshend",,"",6,"Spoiled",
"","Orleans","Troy",,"",1,"Spoiled",
"","Orleans","Troy",,"",0,"Spoiled",
"","Orange","Tunbridge",,"",7,"Spoiled",
"","Chittenden","Underhill",,"",2,"Spoiled",
"","Addison","Vergennes",,"",3,"Spoiled",
"","Windham","Vernon",,"",1,"Spoiled",
"","Orange","Vershire",,"",1,"Spoiled",
"","Essex","Victory",,"",0,"Spoiled",
"","Washington","Waitsfield",,"",2,"Spoiled",
"","Caledonia","Walden",,"",0,"Spoiled",
"","Rutland","Wallingford",,"",3,"Spoiled",
"","Addison","Waltham",,"",6,"Spoiled",
"","Windham","Wardsboro",,"",0,"Spoiled",
"","Washington","Warren",,"",1,"Spoiled",
"","Orange","Washington",,"",4,"Spoiled",
"","Washington","Waterbury",,"",5,"Spoiled",
"","Caledonia","Waterford",,"",1,"Spoiled",
"","Lamoille","Waterville",,"",0,"Spoiled",
"","Windsor","Weathersfield",,"",0,"Spoiled",
"","Rutland","Wells",,"",0,"Spoiled",
"","Orange","West Fairlee",,"",3,"Spoiled",
"","Rutland","West Haven",,"",1,"Spoiled",
"","Rutland","West Rutland",,"",2,"Spoiled",
"","Windsor","West Windsor",,"",4,"Spoiled",
"","Orleans","Westfield",,"",2,"Spoiled",
"","Chittenden","Westford",,"",10,"Spoiled",
"","Windham","Westminster",,"",0,"Spoiled",
"","Windham","Westminster",,"",7,"Spoiled",
"","Orleans","Westmore",,"",0,"Spoiled",
"","Windsor","Weston",,"",1,"Spoiled",
"","Addison","Weybridge",,"",0,"Spoiled",
"","Caledonia","Wheelock",,"",6,"Spoiled",
"","Addison","Whiting",,"",0,"Spoiled",
"","Windham","Whitingham",,"",0,"Spoiled",
"","Windham","Whitingham",,"",0,"Spoiled",
"","Orange","Williamstown",,"",8,"Spoiled",
"","Chittenden","Williston",,"",27,"Spoiled",
"","Windham","Wilmington",,"",0,"Spoiled",
"","Windham","Windham",,"",2,"Spoiled",
"","Windsor","Windsor",,"",3,"Spoiled",
"","Bennington","Winhall",,"",3,"Spoiled",
"","Chittenden","Winooski",,"",6,"Spoiled",
"","Lamoille","Wolcott",,"",1,"Spoiled",
"","Washington","Woodbury",,"",2,"Spoiled",
"","Bennington","Woodford",,"",4,"Spoiled",
"","Windsor","Woodstock",,"",2,"Spoiled",
"","Washington","Worcester",,"",1,"Spoiled",
"","Addison","Addison","Democratic/Republican","",631,"Peter Welch",
"","Orleans","Albany","Democratic/Republican","",364,"Peter Welch",
"","Grand Isle","Alburgh","Democratic/Republican","",725,"Peter Welch",
"","Windsor","Andover","Democratic/Republican","",264,"Peter Welch",
"","Bennington","Arlington","Democratic/Republican","",1028,"Peter Welch",
"","Windham","Athens","Democratic/Republican","",126,"Peter Welch",
"","Franklin","Bakersfield","Democratic/Republican","",494,"Peter Welch",
"","Windsor","Baltimore","Democratic/Republican","",110,"Peter Welch",
"","Windsor","Barnard","Democratic/Republican","",470,"Peter Welch",
"","Caledonia","Barnet","Democratic/Republican","",806,"Peter Welch",
"","Washington","Barre City","Democratic/Republican","",2701,"Peter Welch",
"","Washington","Barre Town","Democratic/Republican","",3511,"Peter Welch",
"","Orleans","Barton","Democratic/Republican","",847,"Peter Welch",
"","Lamoille","Belvidere","Democratic/Republican","",135,"Peter Welch",
"","Bennington","Bennington","Democratic/Republican","",2496,"Peter Welch",
"","Bennington","Bennington","Democratic/Republican","",2450,"Peter Welch",
"","Rutland","Benson","Democratic/Republican","",406,"Peter Welch",
"","Franklin","Berkshire","Democratic/Republican","",514,"Peter Welch",
"","Washington","Berlin","Democratic/Republican","",1135,"Peter Welch",
"","Windsor","Bethel","Democratic/Republican","",845,"Peter Welch",
"","Essex","Bloomfield","Democratic/Republican","",83,"Peter Welch",
"","Chittenden","Bolton","Democratic/Republican","",578,"Peter Welch",
"","Orange","Bradford","Democratic/Republican","",990,"Peter Welch",
"","Orange","Braintree","Democratic/Republican","",499,"Peter Welch",
"","Rutland","Brandon","Democratic/Republican","",1564,"Peter Welch",
"","Windham","Brattleboro","Democratic/Republican","",1832,"Peter Welch",
"","Windham","Brattleboro","Democratic/Republican","",1574,"Peter Welch",
"","Windham","Brattleboro","Democratic/Republican","",1613,"Peter Welch",
"","Windsor","Bridgewater","Democratic/Republican","",416,"Peter Welch",
"","Addison","Bridport","Democratic/Republican","",539,"Peter Welch",
"","Essex","Brighton","Democratic/Republican","",421,"Peter Welch",
"","Addison","Bristol","Democratic/Republican","",1608,"Peter Welch",
"","Orange","Brookfield","Democratic/Republican","",616,"Peter Welch",
"","Windham","Brookline","Democratic/Republican","",237,"Peter Welch",
"","Orleans","Brownington","Democratic/Republican","",306,"Peter Welch",
"","Essex","Brunswick","Democratic/Republican","",49,"Peter Welch",
"","Caledonia","Burke","Democratic/Republican","",686,"Peter Welch",
"","Chittenden","Burlington","Democratic/Republican","",3856,"Peter Welch",
"","Chittenden","Burlington","Democratic/Republican","",1951,"Peter Welch",
"","Chittenden","Burlington","Democratic/Republican","",2968,"Peter Welch",
"","Chittenden","Burlington","Democratic/Republican","",2001,"Peter Welch",
"","Chittenden","Burlington","Democratic/Republican","",4309,"Peter Welch",
"","Chittenden","Burlington","Democratic/Republican","",914,"Peter Welch",
"","Chittenden","Burlington","Democratic/Republican","",104,"Peter Welch",
"","Washington","Cabot","Democratic/Republican","",643,"Peter Welch",
"","Washington","Calais","Democratic/Republican","",865,"Peter Welch",
"","Lamoille","Cambridge","Democratic/Republican","",1661,"Peter Welch",
"","Essex","Canaan","Democratic/Republican","",335,"Peter Welch",
"","Rutland","Castleton","Democratic/Republican","",1450,"Peter Welch",
"","Windsor","Cavendish","Democratic/Republican","",523,"Peter Welch",
"","Orleans","Charleston","Democratic/Republican","",324,"Peter Welch",
"","Chittenden","Charlotte","Democratic/Republican","",2235,"Peter Welch",
"","Orange","Chelsea","Democratic/Republican","",525,"Peter Welch",
"","Windsor","Chester","Democratic/Republican","",1257,"Peter Welch",
"","Rutland","Chittenden","Democratic/Republican","",619,"Peter Welch",
"","Rutland","Clarendon","Democratic/Republican","",997,"Peter Welch",
"","Chittenden","Colchester","Democratic/Republican","",2841,"Peter Welch",
"","Chittenden","Colchester","Democratic/Republican","",3778,"Peter Welch",
"","Essex","Concord","Democratic/Republican","",446,"Peter Welch",
"","Orange","Corinth","Democratic/Republican","",532,"Peter Welch",
"","Addison","Cornwall","Democratic/Republican","",669,"Peter Welch",
"","Orleans","Coventry","Democratic/Republican","",424,"Peter Welch",
"","Orleans","Craftsbury","Democratic/Republican","",555,"Peter Welch",
"","Rutland","Danby","Democratic/Republican","",513,"Peter Welch",
"","Caledonia","Danville","Democratic/Republican","",1122,"Peter Welch",
"","Orleans","Derby","Democratic/Republican","",1779,"Peter Welch",
"","Bennington","Dorset","Democratic/Republican","",1018,"Peter Welch",
"","Windham","Dover","Democratic/Republican","",620,"Peter Welch",
"","Windham","Dummerston","Democratic/Republican","",1014,"Peter Welch",
"","Washington","Duxbury","Democratic/Republican","",649,"Peter Welch",
"","Essex","East Haven","Democratic/Republican","",108,"Peter Welch",
"","Washington","East Montpelier","Democratic/Republican","",1392,"Peter Welch",
"","Lamoille","Eden","Democratic/Republican","",447,"Peter Welch",
"","Lamoille","Elmore","Democratic/Republican","",471,"Peter Welch",
"","Franklin","Enosburgh","Democratic/Republican","",1051,"Peter Welch",
"","Chittenden","Essex","Democratic/Republican","",4073,"Peter Welch",
"","Chittenden","Essex","Democratic/Republican","",4271,"Peter Welch",
"","Chittenden","Essex","Democratic/Republican","",1209,"Peter Welch",
"","Rutland","Fair Haven","Democratic/Republican","",952,"Peter Welch",
"","Franklin","Fairfax","Democratic/Republican","",1969,"Peter Welch",
"","Franklin","Fairfield","Democratic/Republican","",822,"Peter Welch",
"","Orange","Fairlee","Democratic/Republican","",486,"Peter Welch",
"","Washington","Fayston","Democratic/Republican","",711,"Peter Welch",
"","Addison","Ferrisburgh","Democratic/Republican","",1368,"Peter Welch",
"","Franklin","Fletcher","Democratic/Republican","",591,"Peter Welch",
"","Franklin","Franklin","Democratic/Republican","",510,"Peter Welch",
"","Franklin","Georgia","Democratic/Republican","",1990,"Peter Welch",
"","Orleans","Glover","Democratic/Republican","",481,"Peter Welch",
"","Addison","Goshen","Democratic/Republican","",106,"Peter Welch",
"","Windham","Grafton","Democratic/Republican","",301,"Peter Welch",
"","Essex","Granby","Democratic/Republican","",36,"Peter Welch",
"","Grand Isle","Grand Isle","Democratic/Republican","",1000,"Peter Welch",
"","Addison","Granville","Democratic/Republican","",132,"Peter Welch",
"","Orleans","Greensboro","Democratic/Republican","",371,"Peter Welch",
"","Caledonia","Groton","Democratic/Republican","",376,"Peter Welch",
"","Essex","Guildhall","Democratic/Republican","",116,"Peter Welch",
"","Windham","Guilford","Democratic/Republican","",991,"Peter Welch",
"","Windham","Halifax","Democratic/Republican","",328,"Peter Welch",
"","Addison","Hancock","Democratic/Republican","",123,"Peter Welch",
"","Caledonia","Hardwick","Democratic/Republican","",1163,"Peter Welch",
"","Windsor","Hartford","Democratic/Republican","",1028,"Peter Welch",
"","Windsor","Hartford","Democratic/Republican","",3337,"Peter Welch",
"","Windsor","Hartland","Democratic/Republican","",1645,"Peter Welch",
"","Franklin","Highgate","Democratic/Republican","",1156,"Peter Welch",
"","Chittenden","Hinesburg","Democratic/Republican","",14,"Peter Welch",
"","Chittenden","Hinesburg","Democratic/Republican","",2250,"Peter Welch",
"","Orleans","Holland","Democratic/Republican","",221,"Peter Welch",
"","Rutland","Hubbardton","Democratic/Republican","",308,"Peter Welch",
"","Chittenden","Huntington","Democratic/Republican","",1081,"Peter Welch",
"","Lamoille","Hyde Park","Democratic/Republican","",1305,"Peter Welch",
"","Rutland","Ira","Democratic/Republican","",209,"Peter Welch",
"","Orleans","Irasburg","Democratic/Republican","",456,"Peter Welch",
"","Grand Isle","Isle La Motte","Democratic/Republican","",234,"Peter Welch",
"","Windham","Jamaica","Democratic/Republican","",432,"Peter Welch",
"","Orleans","Jay","Democratic/Republican","",204,"Peter Welch",
"","Chittenden","Jericho","Democratic/Republican","",2797,"Peter Welch",
"","Lamoille","Johnson","Democratic/Republican","",1060,"Peter Welch",
"","Rutland","Killington","Democratic/Republican","",535,"Peter Welch",
"","Caledonia","Kirby","Democratic/Republican","",228,"Peter Welch",
"","Bennington","Landgrove","Democratic/Republican","",87,"Peter Welch",
"","Addison","Leicester","Democratic/Republican","",407,"Peter Welch",
"","Essex","Lemington","Democratic/Republican","",49,"Peter Welch",
"","Addison","Lincoln","Democratic/Republican","",691,"Peter Welch",
"","Windham","Londonderry","Democratic/Republican","",780,"Peter Welch",
"","Orleans","Lowell","Democratic/Republican","",333,"Peter Welch",
"","Windsor","Ludlow","Democratic/Republican","",876,"Peter Welch",
"","Essex","Lunenburg","Democratic/Republican","",424,"Peter Welch",
"","Caledonia","Lyndon","Democratic/Republican","",1664,"Peter Welch",
"","Essex","Maidstone","Democratic/Republican","",93,"Peter Welch",
"","Bennington","Manchester","Democratic/Republican","",1976,"Peter Welch",
"","Windham","Marlboro","Democratic/Republican","",491,"Peter Welch",
"","Washington","Marshfield","Democratic/Republican","",680,"Peter Welch",
"","Rutland","Mendon","Democratic/Republican","",533,"Peter Welch",
"","Addison","Middlebury","Democratic/Republican","",3168,"Peter Welch",
"","Washington","Middlesex","Democratic/Republican","",947,"Peter Welch",
"","Rutland","Middletown Springs","Democratic/Republican","",390,"Peter Welch",
"","Chittenden","Milton","Democratic/Republican","",3512,"Peter Welch",
"","Chittenden","Milton","Democratic/Republican","",549,"Peter Welch",
"","Addison","Monkton","Democratic/Republican","",1010,"Peter Welch",
"","Franklin","Montgomery","Democratic/Republican","",527,"Peter Welch",
"","Washington","Montpelier","Democratic/Republican","",4260,"Peter Welch",
"","Washington","Moretown","Democratic/Republican","",881,"Peter Welch",
"","Orleans","Morgan","Democratic/Republican","",266,"Peter Welch",
"","Lamoille","Morristown","Democratic/Republican","",2356,"Peter Welch",
"","Rutland","Mount Holly","Democratic/Republican","",594,"Peter Welch",
"","Rutland","Mount Tabor","Democratic/Republican","",73,"Peter Welch",
"","Addison","New Haven","Democratic/Republican","",905,"Peter Welch",
"","Caledonia","Newark","Democratic/Republican","",224,"Peter Welch",
"","Orange","Newbury","Democratic/Republican","",896,"Peter Welch",
"","Windham","Newfane","Democratic/Republican","",842,"Peter Welch",
"","Orleans","Newport City","Democratic/Republican","",1261,"Peter Welch",
"","Orleans","Newport Town","Democratic/Republican","",554,"Peter Welch",
"","Grand Isle","North Hero","Democratic/Republican","",540,"Peter Welch",
"","Washington","Northfield","Democratic/Republican","",1847,"Peter Welch",
"","Essex","Norton","Democratic/Republican","",73,"Peter Welch",
"","Windsor","Norwich","Democratic/Republican","",2157,"Peter Welch",
"","Orange","Orange","Democratic/Republican","",435,"Peter Welch",
"","Addison","Orwell","Democratic/Republican","",530,"Peter Welch",
"","Addison","Panton","Democratic/Republican","",291,"Peter Welch",
"","Rutland","Pawlet","Democratic/Republican","",617,"Peter Welch",
"","Caledonia","Peacham","Democratic/Republican","",406,"Peter Welch",
"","Bennington","Peru","Democratic/Republican","",204,"Peter Welch",
"","Rutland","Pittsfield","Democratic/Republican","",255,"Peter Welch",
"","Rutland","Pittsford","Democratic/Republican","",1239,"Peter Welch",
"","Washington","Plainfield","Democratic/Republican","",563,"Peter Welch",
"","Windsor","Plymouth","Democratic/Republican","",271,"Peter Welch",
"","Windsor","Pomfret","Democratic/Republican","",531,"Peter Welch",
"","Rutland","Poultney","Democratic/Republican","",1170,"Peter Welch",
"","Bennington","Pownal","Democratic/Republican","",1277,"Peter Welch",
"","Rutland","Proctor","Democratic/Republican","",734,"Peter Welch",
"","Windham","Putney","Democratic/Republican","",1161,"Peter Welch",
"","Orange","Randolph","Democratic/Republican","",1838,"Peter Welch",
"","Windsor","Reading","Democratic/Republican","",310,"Peter Welch",
"","Bennington","Readsboro","Democratic/Republican","",288,"Peter Welch",
"","Franklin","Richford","Democratic/Republican","",701,"Peter Welch",
"","Chittenden","Richmond","Democratic/Republican","",2165,"Peter Welch",
"","Addison","Ripton","Democratic/Republican","",308,"Peter Welch",
"","Windsor","Rochester","Democratic/Republican","",554,"Peter Welch",
"","Windham","Rockingham","Democratic/Republican","",1760,"Peter Welch",
"","Washington","Roxbury","Democratic/Republican","",311,"Peter Welch",
"","Windsor","Royalton","Democratic/Republican","",1105,"Peter Welch",
"","Bennington","Rupert","Democratic/Republican","",323,"Peter Welch",
"","Rutland","Rutland City","Democratic/Republican","",1865,"Peter Welch",
"","Rutland","Rutland City","Democratic/Republican","",1533,"Peter Welch",
"","Rutland","Rutland City","Democratic/Republican","",1080,"Peter Welch",
"","Rutland","Rutland City","Democratic/Republican","",1374,"Peter Welch",
"","Rutland","Rutland Town","Democratic/Republican","",1942,"Peter Welch",
"","Caledonia","Ryegate","Democratic/Republican","",464,"Peter Welch",
"","Addison","Salisbury","Democratic/Republican","",455,"Peter Welch",
"","Bennington","Sandgate","Democratic/Republican","",173,"Peter Welch",
"","Bennington","Searsburg","Democratic/Republican","",42,"Peter Welch",
"","Bennington","Shaftsbury","Democratic/Republican","",1515,"Peter Welch",
"","Windsor","Sharon","Democratic/Republican","",642,"Peter Welch",
"","Caledonia","Sheffield","Democratic/Republican","",232,"Peter Welch",
"","Chittenden","Shelburne","Democratic/Republican","",2323,"Peter Welch",
"","Chittenden","Shelburne","Democratic/Republican","",1862,"Peter Welch",
"","Franklin","Sheldon","Democratic/Republican","",716,"Peter Welch",
"","Addison","Shoreham","Democratic/Republican","",538,"Peter Welch",
"","Rutland","Shrewsbury","Democratic/Republican","",558,"Peter Welch",
"","Chittenden","South Burlington","Democratic/Republican","",2286,"Peter Welch",
"","Chittenden","South Burlington","Democratic/Republican","",2608,"Peter Welch",
"","Chittenden","South Burlington","Democratic/Republican","",2189,"Peter Welch",
"","Chittenden","South Burlington","Democratic/Republican","",1922,"Peter Welch",
"","Grand Isle","South Hero","Democratic/Republican","",956,"Peter Welch",
"","Windsor","Springfield","Democratic/Republican","",116,"Peter Welch",
"","Windsor","Springfield","Democratic/Republican","",3063,"Peter Welch",
"",,"Saint  Albans City","Democratic/Republican","",2181,"Peter Welch",
"",,"Saint  Albans Town","Democratic/Republican","",860,"Peter Welch",
"",,"Saint  Albans Town","Democratic/Republican","",1768,"Peter Welch",
"",,"Saint  George","Democratic/Republican","",305,"Peter Welch",
"",,"Saint  Johnsbury","Democratic/Republican","",2469,"Peter Welch",
"","Bennington","Stamford","Democratic/Republican","",343,"Peter Welch",
"","Caledonia","Stannard","Democratic/Republican","",79,"Peter Welch",
"","Addison","Starksboro","Democratic/Republican","",771,"Peter Welch",
"","Windsor","Stockbridge","Democratic/Republican","",359,"Peter Welch",
"","Lamoille","Stowe","Democratic/Republican","",2459,"Peter Welch",
"","Orange","Strafford","Democratic/Republican","",620,"Peter Welch",
"","Windham","Stratton","Democratic/Republican","",107,"Peter Welch",
"","Rutland","Sudbury","Democratic/Republican","",258,"Peter Welch",
"","Bennington","Sunderland","Democratic/Republican","",99,"Peter Welch",
"","Bennington","Sunderland","Democratic/Republican","",328,"Peter Welch",
"","Caledonia","Sutton","Democratic/Republican","",360,"Peter Welch",
"","Franklin","Swanton","Democratic/Republican","",2228,"Peter Welch",
"","Orange","Thetford","Democratic/Republican","",1453,"Peter Welch",
"","Rutland","Tinmouth","Democratic/Republican","",67,"Peter Welch",
"","Rutland","Tinmouth","Democratic/Republican","",175,"Peter Welch",
"","Orange","Topsham","Democratic/Republican","",461,"Peter Welch",
"","Windham","Townshend","Democratic/Republican","",546,"Peter Welch",
"","Orleans","Troy","Democratic/Republican","",145,"Peter Welch",
"","Orleans","Troy","Democratic/Republican","",392,"Peter Welch",
"","Orange","Tunbridge","Democratic/Republican","",592,"Peter Welch",
"","Chittenden","Underhill","Democratic/Republican","",1643,"Peter Welch",
"","Addison","Vergennes","Democratic/Republican","",1057,"Peter Welch",
"","Windham","Vernon","Democratic/Republican","",883,"Peter Welch",
"","Orange","Vershire","Democratic/Republican","",297,"Peter Welch",
"","Essex","Victory","Democratic/Republican","",32,"Peter Welch",
"","Washington","Waitsfield","Democratic/Republican","",967,"Peter Welch",
"","Caledonia","Walden","Democratic/Republican","",413,"Peter Welch",
"","Rutland","Wallingford","Democratic/Republican","",917,"Peter Welch",
"","Addison","Waltham","Democratic/Republican","",247,"Peter Welch",
"","Windham","Wardsboro","Democratic/Republican","",336,"Peter Welch",
"","Washington","Warren","Democratic/Republican","",908,"Peter Welch",
"","Orange","Washington","Democratic/Republican","",434,"Peter Welch",
"","Washington","Waterbury","Democratic/Republican","",2628,"Peter Welch",
"","Caledonia","Waterford","Democratic/Republican","",571,"Peter Welch",
"","Lamoille","Waterville","Democratic/Republican","",306,"Peter Welch",
"","Windsor","Weathersfield","Democratic/Republican","",1241,"Peter Welch",
"","Rutland","Wells","Democratic/Republican","",470,"Peter Welch",
"","Orange","West Fairlee","Democratic/Republican","",246,"Peter Welch",
"","Rutland","West Haven","Democratic/Republican","",118,"Peter Welch",
"","Rutland","West Rutland","Democratic/Republican","",827,"Peter Welch",
"","Windsor","West Windsor","Democratic/Republican","",610,"Peter Welch",
"","Orleans","Westfield","Democratic/Republican","",244,"Peter Welch",
"","Chittenden","Westford","Democratic/Republican","",1045,"Peter Welch",
