election_value,title
77165,2000 State Representative General Election Bennington 1 District
77166,2000 State Representative General Election Bennington 2-1 District
77167,2000 State Representative General Election Bennington 2-2 District
77168,2000 State Representative General Election Bennington 2-3 District
77169,2000 State Representative General Election Bennington 2-4 District
77170,2000 State Representative General Election Bennington 3 District
77171,2000 State Representative General Election Bennington 4 District
77172,2000 State Representative General Election Bennington-Rutland 1 District
77173,2000 State Representative General Election Caledonia 1 District
77174,2000 State Representative General Election Caledonia 2 District
77175,2000 State Representative General Election Caledonia 3 District
77176,2000 State Representative General Election Caledonia 4 District
77177,2000 State Representative General Election Caledonia-Washington 1 District
77178,2000 State Representative General Election Chittenden 1-1 District
77179,2000 State Representative General Election Chittenden 1-2 District
77180,2000 State Representative General Election Chittenden 1-3 District
77181,2000 State Representative General Election Chittenden 2-1 District
77182,2000 State Representative General Election Chittenden 2-2 District
77183,2000 State Representative General Election Chittenden 2-3 District
77184,2000 State Representative General Election Chittenden 2-4 District
77185,2000 State Representative General Election Chittenden 3 District
77186,2000 State Representative General Election Chittenden 4 District
77187,2000 State Representative General Election Chittenden 5-1 District
77188,2000 State Representative General Election Chittenden 5-2 District
77189,2000 State Representative General Election Chittenden 5-3 District
77190,2000 State Representative General Election Chittenden 5-4 District
77191,2000 State Representative General Election Chittenden 6 District
77192,2000 State Representative General Election Chittenden 7-1 District
77193,2000 State Representative General Election Chittenden 7-2 District
77194,2000 State Representative General Election Chittenden 7-3 District
77195,2000 State Representative General Election Chittenden 7-4 District
77196,2000 State Representative General Election Chittenden 7-5 District
77197,2000 State Representative General Election Chittenden 7-6 District
77198,2000 State Representative General Election Chittenden 7-7 District
77199,2000 State Representative General Election Chittenden 7-8 District
77200,2000 State Representative General Election Chittenden 7-9 District
77201,2000 State Representative General Election Chittenden 7-10 District
77202,2000 State Representative General Election Essex-Caledonia 1 District
77203,2000 State Representative General Election Essex-Caledonia 2 District
77204,2000 State Representative General Election Franklin 1 District
77205,2000 State Representative General Election Franklin 2 District
77206,2000 State Representative General Election Franklin 3-1 District
77207,2000 State Representative General Election Franklin 3-2 District
77208,2000 State Representative General Election Franklin 4 District
77209,2000 State Representative General Election Franklin 5-1 District
77210,2000 State Representative General Election Franklin 5-2 District
77211,2000 State Representative General Election Franklin-Grand Isle 1 District
77212,2000 State Representative General Election Grand Isle 1 District
77213,2000 State Representative General Election Lamoille 1 District
77214,2000 State Representative General Election Lamoille 2-1 District
77215,2000 State Representative General Election Lamoille 2-2 District
77216,2000 State Representative General Election Lamoille 3 District
77217,2000 State Representative General Election Orange 1 District
77218,2000 State Representative General Election Orange 2 District
77219,2000 State Representative General Election Orange 3 District
77220,2000 State Representative General Election Orange 4 District
